Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_376490000A_000450,晁陽綠能休閒農場,,鮮菇綠電聞蟋聲藏身麥寮鄉間的晁陽綠能休閒農場，提供遊客充滿教育意義的綠能和食農教育的深度導覽，也有著可以親手採收新鮮當季菇果的體驗，以及全國唯一的蟋蟀文化館，無論是農村體驗還是展望農業科技未來的角度，都值得一探究竟。,鮮菇綠電聞蟋聲藏身麥寮鄉間的晁陽綠能休閒農場，提供遊客充滿教育意義的綠能和食農教育的深度導覽，也有著可以親手採收新鮮當季菇果的體驗，以及全國唯一的蟋蟀文化館，無論是農村體驗還是展望農業科技未來的角度，都值得一探究竟。,886-5-6938238,麥寮鄉興華村興華32號,638,雲林縣,麥寮鄉,,09:00-17:00一公休,https://tour.yunlin.gov.tw/public/upload/old/20180911060926.jpg,晁陽綠能休閒農場,,,,,https://goo.gl/6fW6td,376490000A,120.297,23.75144,,12,9,,,,有停車場,,,1.全票(純入園)150元，可折抵園區消費50元  2.團體票100元，20人(含)以上團體適用，恕無法折抵園區消費  3.免費入園    詳細請參照官網公告為主,,"晁陽綠能園區,Zhaoyang Solar Farm",2023/2/6 18:15
C1_376490000A_000455,湳仔社區鐵道文化3D彩繪,,湳仔社區早期為台糖為載運甘蔗及旅客的轉運站，是以糖業和農業為主的社區，民國102年透過藝術家廖耀興與廖惠村兩兄弟繪製，將當地湳仔社區的農村景緻、鐵道文化彩繪成3D彩繪，使社區變得生氣勃勃、豐富多彩。,湳仔社區早期為台糖為載運甘蔗及旅客的轉運站，是以糖業和農業為主的社區，民國102年透過藝術家廖耀興與廖惠村兩兄弟繪製，將當地湳仔社區的農村景緻、鐵道文化彩繪成3D彩繪，使社區變得生氣勃勃、豐富多彩。,886-5-5982050,雲林縣二崙鄉湳仔路62-5號,649,雲林縣,二崙鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20180912105230.jpg,湳仔社區鐵道文化3D彩繪,,,,,https://goo.gl/ZZoMsH,376490000A,120.413,23.7512,,5,,,,,免費停車場,,,免費參觀,,湳仔社區鐵道文化3D彩繪,2021/12/28 16:04
C1_376490000A_000457,土庫老街(第一市場、庄役場、故事館及順天宮),,土庫老街有著許多濃濃的懷舊風情，裡頭可參觀的景點與美食數不勝數，非常適合當土庫一日遊的行程，其中順天宮、第一市場、庄役場、故事館又是許多遊客前來拜訪的聖地。,土庫老街有著許多濃濃的懷舊風情，裡頭可參觀的景點與美食數不勝數，非常適合當土庫一日遊的行程，其中順天宮、第一市場、庄役場、故事館又是許多遊客前來拜訪的聖地。,886-5-6622658,雲林縣土庫鎮大同路62號,633,雲林縣,土庫鎮,,,https://tour.yunlin.gov.tw/public/upload/old/20181114040958.jpg,土庫老街,,,,,https://goo.gl/yxHLjt,376490000A,120.3909,23.67623,,1,,,,,路邊停車,,,免費參觀,,,2021/12/28 16:04
C1_376490000A_000458,樟湖地區,,樟湖地區位於雲林縣古坑鄉東部山區海拔300至800公尺處，因該地區的凹地成圓型湖狀，且昔日遍布著樟樹盛產著樟腦，故而其名為樟湖。 山區內有著龍鳳瀑布、長青瀑布、天長瀑布、地久瀑布、三川幽流、長橋探幽、靈泉騰蛟、清水幽美谷、神仙沐浴池、寶島池、樟湖山、山海觀、千年神木、聚仙大石、璉寶石、蛇皇宮等十六個景點，又稱樟湖十六景，前往探索大自然千變萬化的奧妙。,樟湖地區位於雲林縣古坑鄉東部山區海拔300至800公尺處，因該地區的凹地成圓型湖狀，且昔日遍布著樟樹盛產著樟腦，故而其名為樟湖。  山區內有著龍鳳瀑布、長青瀑布、天長瀑布、地久瀑布、三川幽流、長橋探幽、靈泉騰蛟、清水幽美谷、神仙沐浴池、寶島池、樟湖山、山海觀、千年神木、聚仙大石、璉寶石、蛇皇宮等十六個景點，又稱樟湖十六景，前往探索大自然千變萬化的奧妙。,886-5-5811386,雲林縣古坑鄉樟湖村,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20180823015024.jpg,,,,,,https://goo.gl/DU2jPd,376490000A,120.6393,23.6095,,11,,,,,路邊停車,,,免費參觀,,,2022/4/19 11:49
C1_376490000A_000459,農博生態園區,,農博生態園區前身是雲林農業博覽會，於展期結束後，部分展區仍保留下來讓民眾繼續參觀，場地也經常舉辦大大小小的活動，延續農博精神、永續環境營造。  生態園區鄰近熱門拍照景點「美人樹大道」，全長約兩公里，盛開期能夠漫步於浪漫的粉色美景中，來訪生態園區時能一同將此納入遊程。,農博生態園區前身是雲林農業博覽會，於展期結束後，部分展區仍保留下來讓民眾繼續參觀，場地也經常舉辦大大小小的活動，延續農博精神、永續環境營造。  生態園區鄰近熱門拍照景點「美人樹大道」，全長約兩公里，盛開期能夠漫步於浪漫的粉色美景中，來訪生態園區時能一同將此納入遊程。,886-5-6320172,雲林縣虎尾鎮建成路,632,雲林縣,虎尾鎮,一、南下旅客：請由國道1號虎尾交流道下接斗六聯絡道（縣道145乙線）往虎尾方向直行即可抵達農博生態園區。  二、北上旅客：請由國道1號斗南交流道下接大業路（縣道158線）及林森路（縣道145線）往虎尾方向直行即可抵達農博生態園區。  三、雲林西部鄉鎮旅客：請由台78號快速道路土庫交流道下往虎尾方向接縣道158線直行即可抵達農博生態園區。,,https://tour.yunlin.gov.tw/public/upload/old/20180824121546.jpg,農博生態園區,,,,,https://goo.gl/8xp4sf,376490000A,120.4228,23.72762,,2,5,,,,有停車場,,,免費參觀,,,2021/12/28 16:04
C1_376490000A_000479,育成水耕教育農場,,育成水耕教育農場成立於民國84年，農場起初以小規模經營，經過多次的嘗試後慢慢擴建，確立了水耕種植的方向與品目，成為提供水耕栽培教育與體驗的農場，將老傳統與老祖先的智慧傳承並重新包裝，希望讓人們重新認識養生的水耕蔬菜與麥芽糖。,育成水耕教育農場成立於民國84年，農場起初以小規模經營，經過多次的嘗試後慢慢擴建，確立了水耕種植的方向與品目，成為提供水耕栽培教育與體驗的農場，將老傳統與老祖先的智慧傳承並重新包裝，希望讓人們重新認識養生的水耕蔬菜與麥芽糖。,886-9-12312910,雲林縣大埤鄉嘉興東路197 號,631,雲林縣,大埤鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181114044015.jpg,育成水耕教育農場,,,,,https://goo.gl/UJPXXv,376490000A,120.4608,23.6458,,9,,,,,路邊停車,,,,,,2021/12/28 16:04
C1_376490000A_000487,林北卡好數位生活館,,林北這裡最好！客庄農耕文化力「林北卡好」！來自林北獨特問候語，為雲林縣最大的「北部客」聚落，集中新竹、苗栗一帶客家人。生活館保留早期因菸草產業而生的菸樓建築，展示並推廣客庄農耕文化，結合周遭學習花園和文化涵洞，除了可賞蝴蝶外，亦有林內鄉特色和歷史介紹。林北社區目前尚存菸樓23座，根據史料記載，西元1939年左右，日本人將菸草引進台灣，建造了菸樓。雲林縣為台灣最主要的菸業生產地之一，目前保存菸樓最多而且比較完整的地區，要算是濁水溪畔客家族的菸樓了。,林北這裡最好！客庄農耕文化力「林北卡好」！來自林北獨特問候語，為雲林縣最大的「北部客」聚落，集中新竹、苗栗一帶客家人。生活館保留早期因菸草產業而生的菸樓建築，展示並推廣客庄農耕文化，結合周遭學習花園和文化涵洞，除了可賞蝴蝶外，亦有林內鄉特色和歷史介紹。,886-9-12688411,雲林縣林內鄉增產路48號,643,雲林縣,林內鄉,烏塗村林內教芋部(採芋頭、芋頭料及風味餐)橙色手作(採茂谷柑)田園秘境 (果醬茶DIY)林北卡好數位生活館,08:00-17:00,https://tour.yunlin.gov.tw/public/upload/old/20181016022809.jpg,林北卡好數位社區生活館,,,,,,376490000A,120.6257,23.77385,,18,,,,,,,,,,,2022/12/1 16:11
C1_376490000A_000494,果色天鄉,,位於嘉南平原百年古蹟唯一平地水力發電廠旁，引用濁水溪溪水灌溉，農場作物以香氣濃郁的黃金百香果與富含維生素C的檸檬為軸，季節蔬果作為點綴，「鬍子爺爺」因緣際會下開始種植有機蔬果，為自己，為消費者，為大自然生態盡一分力。,位於嘉南平原百年古蹟唯一平地水力發電廠旁，引用濁水溪溪水灌溉，農場作物以香氣濃郁的黃金百香果與富含維生素C的檸檬為軸，季節蔬果作為點綴，「鬍子爺爺」因緣際會下開始種植有機蔬果，為自己，為消費者，為大自然生態盡一分力。,886-9-58998785,雲林縣林內鄉和興路41-10號,643,雲林縣,林內鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016023050.jpg,果色天鄉,,,,,,376490000A,120.5975,23.77517,,18,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000495,采邑綠工坊,,主人張瑞娥和夫婿是退休教師、園丁，也是采邑綠工坊的經營者。30幾年前把荔枝園變成繽紛花草庭園，一園子的花木收藏，一草一木都是心血，只要體驗過看著種子長出嫩葉，心就會很平靜，體會生命真神奇。歡迎大家一起來創造屬於自己的小宇宙！,主人張瑞娥和夫婿是退休教師、園丁，也是采邑綠工坊的經營者。30幾年前把荔枝園變成繽紛花草庭園，一園子的花木收藏，一草一木都是心血，只要體驗過看著種子長出嫩葉，心就會很平靜，體會生命真神奇。歡迎大家一起來創造屬於自己的小宇宙！,886-5-5892753,雲林縣林內鄉增產路61號,643,雲林縣,林內鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016023458.jpg,采邑綠工坊,,,,,,376490000A,120.6187,23.77009,,12,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000499,寶隆紙廠,,穿越寶隆紙廠的無數舊時光充滿懷舊風情的林內舊庄役場，周圍爬滿碧綠藤蔓的紙漿槽和巨大鐵棚，彷彿在藍天綠地下，訴說著當地紙業的前世今生。近年，紙廠結合AR科技製作app，更讓人能夠重返紙廠的舊日風華，往日榮光若在眼前。為林內鄉在日治時期的行政中心，園區內的辦公廳舍為「林內舊庄役場」（原三菱製紙所辦公廳舍），1911年興建至今，已有106年歷史，建築本體長期與造紙業有關之歷史意義。,穿越寶隆紙廠的無數舊時光充滿懷舊風情的林內舊庄役場，周圍爬滿碧綠藤蔓的紙漿槽和巨大鐵棚，彷彿在藍天綠地下，訴說著當地紙業的前世今生。近年，紙廠結合AR科技製作app，更讓人能夠重返紙廠的舊日風華，往日榮光若在眼前。,886-2-55811777,雲林縣林內鄉新興9號,643,雲林縣,林內鄉,,24HR,https://tour.yunlin.gov.tw/public/upload/old/20181016023934.jpg,寶隆紙廠,,,,,,376490000A,120.6131,23.7629,,18,,,,,,,,,,,2022/12/1 16:09
C1_376490000A_000511,松花坡種苗園藝社,,位於湖山水庫入口處，土地公溪旁，園區內有約六千株茄科植物，主要是牛番茄及彩椒，選用乾淨泥炭土，架設溫室不噴酒濃藥，讓消費者可以安心食用，同時，提供葉拓DIY體驗活動，利用在地的樹葉、樹枝、花瓣來作畫，具巧思與特色。,位於湖山水庫入口處，土地公溪旁，園區內有約六千株茄科植物，主要是牛番茄及彩椒，選用乾淨泥炭土，架設溫室不噴酒濃藥，讓消費者可以安心食用，同時，提供葉拓DIY體驗活動，利用在地的樹葉、樹枝、花瓣來作畫，具巧思與特色。,886-9-21304949,雲林縣斗六市湖山里檨林路41之1號,640,雲林縣,斗六市,,,https://tour.yunlin.gov.tw/public/upload/old/20181016025748.jpg,松花坡種苗園藝社,,,,,,376490000A,120.6249,23.69446,,9,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000513,時光寶屋,,一個由社區自行打造的休憩空間，屋裡保留著許多歷史照片與紀錄片，外部景觀設計是梯田，與後面的山丘自然融合，還提供愛心自行車供民眾使用。,一個由社區自行打造的休憩空間，屋裡保留著許多歷史照片與紀錄片，外部景觀設計是梯田，與後面的山丘自然融合，還提供愛心自行車供民眾使用。,886-9-55126763,雲林縣斗六市湖山里檨林路47號,640,雲林縣,斗六市,,,,,,,,,,376490000A,120.6202,23.69408,,18,,,,,,,,,,,2022/4/19 11:46
C1_376490000A_000525,蘿莎玫瑰山莊,,看見了玫瑰在保加利亞文化中質樸而美好的面貌，因此在蘿莎山莊的玫瑰不再高不可攀，而是保加利亞人對於玫瑰熱情的體現。在蘿莎的玫瑰體驗，不僅是短暫假期中的世外桃源，而是在日常生活中也能細細回味的生活美學。,看見了玫瑰在保加利亞文化中質樸而美好的面貌，因此在蘿莎山莊的玫瑰不再高不可攀，而是保加利亞人對於玫瑰熱情的體現。在蘿莎的玫瑰體驗，不僅是短暫假期中的世外桃源，而是在日常生活中也能細細回味的生活美學。,886-8-00800193,雲林縣古坑鄉永光村大湖口46-1號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016032654.jpg,蘿莎玫瑰山莊,,,,,,376490000A,120.5705,23.61183,,12,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000527,古坑綠隧驛站,,雲林「古坑綠隧驛站」為台3線進入雲東旅遊的入口行銷櫥窗，係交通部觀光局補助雲林縣跨域亮點計畫「雲遊3林－慢食、好行、悠遊居」，所建置之國際型觀光遊憩服務亮點。本驛站於106年7月以OT方式辦理委託民間經營，由南仁湖企業取得經營權，並於同年10月開工動土，在交通部觀光局指導下，縣府團隊、鄉鎮公所及民間企業一年多來的整合投入，於107年11月10日嶄新落成啟用，結合跨域亮點計畫食藝慶典國際行銷活動辦理「古坑綠隧驛站」開幕，藉此將雲林推向國際舞台、讓國內外觀光客看見雲林之美。,雲林「古坑綠隧驛站」為台3線進入雲東旅遊的入口行銷櫥窗，係交通部觀光局補助雲林縣跨域亮點計畫「雲遊3林－慢食、好行、悠遊居」，所建置之國際型觀光遊憩服務亮點。本驛站於106年7月以OT方式辦理委託民間經營，由南仁湖企業取得經營權，並於同年10月開工動土，在交通部觀光局指導下，縣府團隊、鄉鎮公所及民間企業一年多來的整合投入，於107年11月10日嶄新落成啟用，結合跨域亮點計畫食藝慶典國際行銷活動辦理「古坑綠隧驛站」開幕，藉此將雲林推向國際舞台、讓國內外觀光客看見雲林之美。,886-5-5822575,雲林縣古坑鄉湳仔村湳仔路,646,雲林縣,古坑鄉,【自行開車】  南下：  國道1號或國道3號→接台78線東西向快速道路(台西古坑線)→於39K古坑交流道下→往古坑方向接台3線約3∼5分鐘，即可到綠色隧道。    北上：  1.國道1號→接台78線東西向快速道路(台西古坑線)→於39K古坑交流道下→往古坑方向接台3線約3∼5分鐘，即可到綠色隧道。  2.國道3號→於279K梅山交流道下→接台3線往湳仔方向→綠色隧道。,,https://tour.yunlin.gov.tw/public/upload/old/20181205111430.jpg,古坑綠隧驛站,,,,,,376490000A,120.541,23.65934,,12,6,,,,路邊停車,,,免費參觀,,,2021/12/28 16:04
C1_376490000A_000532,自家莊園,,走進農家親手體驗，整園區都是友善栽培安心蔬果的方式，無使用農藥化肥、賀爾蒙、除草劑的栽培方式，冬天種植草莓、多色栗子南瓜、多色櫛瓜、彩虹番茄、各種蔬菜、夏天種植香瓜、梨仔瓜、玉米、各種蔬菜。,走進農家親手體驗，整園區都是友善栽培安心蔬果的方式，無使用農藥化肥、賀爾蒙、除草劑的栽培方式，冬天種植草莓、多色栗子南瓜、多色櫛瓜、彩虹番茄、各種蔬菜、夏天種植香瓜、梨仔瓜、玉米、各種蔬菜。,886-9-20361141,雲林縣古坑鄉光華路190號的隔壁,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016033124.jpg,自家莊園,,,,,,376490000A,120.5629,23.61573,,9,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000533,谷泉咖啡莊園,,在這百年咖啡歷史的古坑荷苞山腳下，有著一個佔地約五甲，種植超過3000棵無毒咖啡樹的谷泉咖啡莊園，莊園內每棵咖啡豆都是經過人工一顆一顆採收，並脫殼、發酵，再經歷多次手工挑豆之後，才可以送入烘焙，而谷泉堅持使用無毒的方式種植，並且通過多項SGS認證。經過數年的歷練，谷泉不斷創新並且保留原有的美味，細心烘焙每粒咖啡、用心沖泡台灣原味，在努力呈現手工台灣咖啡的同時，也希望帶給顧客的是一份台灣咖啡歷史和一杯安心的台灣精品咖啡。,在這百年咖啡歷史的古坑荷苞山腳下，有著一個佔地約五甲，種植超過3000棵無毒咖啡樹的谷泉咖啡莊園，莊園內每棵咖啡豆都是經過人工一顆一顆採收，並脫殼、發酵，再經歷多次手工挑豆之後，才可以送入烘焙，而谷泉堅持使用無毒的方式種植，並且通過多項SGS認證。經過數年的歷練，谷泉不斷創新並且保留原有的美味，細心烘焙每粒咖啡、用心沖泡台灣原味，在努力呈現手工台灣咖啡的同時，也希望帶給顧客的是一份台灣咖啡歷史和一杯安心的台灣精品咖啡。,886-5-5262781,雲林縣古坑鄉荷苞村尖山坑路60號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016033435.jpg,谷泉咖啡莊園,,,,,,376490000A,120.592,23.65755,,6,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000534,貝克翰農場,,古坑貝克翰─鐵漢柔情田點師古坑Baker Han 不踢足球，凌晨五點，鳳梨田集合練功，沒有黃金右腳，只有農夫親手收割，不是八心八箭，金鑽同樣甜蜜珍貴。劍湖山下的貝克翰，吹起酸甜誘人的鳳梨甜點風潮。,古坑貝克翰─鐵漢柔情田點師古坑Baker Han 不踢足球，凌晨五點，鳳梨田集合練功，沒有黃金右腳，只有農夫親手收割，不是八心八箭，金鑽同樣甜蜜珍貴。劍湖山下的貝克翰，吹起酸甜誘人的鳳梨甜點風潮。,886-9-88789798,雲林縣古坑鄉永光村光昌路2之28號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016033813.jpg,貝克翰農場,,,,,,376490000A,120.5534,23.62393,,9,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000535,持明寺,,持明寺創建於民國78年，是草嶺地方信仰中心，主祀的釋迦牟尼佛、配祀的四面佛、泰國國寶級古佛文殊、普賢菩薩像。其中四面佛乃由泰國移尊而來，據說屢創神蹟，諸多感應，亦是草嶺著名景點之一。,持明寺創建於民國78年，是草嶺地方信仰中心，主祀的釋迦牟尼佛、配祀的四面佛、泰國國寶級古佛文殊、普賢菩薩像。其中四面佛乃由泰國移尊而來，據說屢創神蹟，諸多感應，亦是草嶺著名景點之一。,886-9-19877214,雲林縣古坑鄉草嶺17之1號,646,雲林縣,古坑鄉,,24HR,https://tour.yunlin.gov.tw/public/upload/StoreCover/220726094625673748GL6BG.jpg,持明寺,,,,,https://goo.gl/maps/LdpMJk942AtNpTSe8,376490000A,120.6982,23.579,,4,,,,,,,,,,,2022/8/22 15:05
C1_376490000A_000536,草嶺地質生態國小,,草嶺生態地質國小為草嶺國小異地重建校舍，校舍設計融入在地人文、生態和地質景觀，並塑造農村書塾的印象。教室以粉色系雙色粉刷，增進活潑歡樂氣氛。二樓露天陽台白天可以上課、賞景，晚上可觀星。,草嶺生態地質國小為草嶺國小異地重建校舍，校舍設計融入在地人文、生態和地質景觀，並塑造農村書塾的印象。教室以粉色系雙色粉刷，增進活潑歡樂氣氛。二樓露天陽台白天可以上課、賞景，晚上可觀星。,886-5-5831010,雲林縣古坑鄉草嶺村56-8號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016034316.jpg,草嶺地質生態國小,,,,,,376490000A,120.6944,23.58634,,18,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000541,華山文學步道,,人文薈萃的文學步道全雲林第一條以文學為主題規劃的步道，長600公尺，步行僅需半小時。步道沿途的12塊大石展示當地作家手稿，並雋刻雲林文學史料年表，是輕鬆無負擔的背包客選擇。,人文薈萃的文學步道全雲林第一條以文學為主題規劃的步道，長600公尺，步行僅需半小時。步道沿途的12塊大石展示當地作家手稿，並雋刻雲林文學史料年表，是輕鬆無負擔的背包客選擇。,886-5-5826320,雲林縣古坑鄉華山村54號,646,雲林縣,古坑鄉,文學步道的入口：縣道149上的中華電信旁巷道，全長約六百公尺左右,24HR,https://tour.yunlin.gov.tw/public/upload/StoreCover/220811031606325970S2VB4.jpg,華山文學步道,https://tour.yunlin.gov.tw/public/upload/StoreCover/220811031606357259QSK2S.jpg,華山文學步道,https://tour.yunlin.gov.tw/public/upload/StoreCover/220811031606388479155EE.jpg,華山文學步道,,376490000A,120.5929,23.59508,,12,,,,,,,,,,,2022/8/11 15:16
C1_376490000A_000542,華山咖啡大街,,沿著古坑149甲線到，沿途都是各有特色的景觀咖啡廳、精品咖啡店，果然這就是傳說中的華山咖啡大街，無論要吃咖啡家常菜色、咖啡烘豆體驗、跟著店家學習咖啡拉花、眺望山下風景輕鬆地喝一杯道地古坑咖啡，都能滿足每位遊客的需求，喝咖啡就是要來臺灣咖啡原鄉雲林阿∼。,沿著古坑149甲線到，沿途都是各有特色的景觀咖啡廳、精品咖啡店，果然這就是傳說中的華山咖啡大街，無論要吃咖啡家常菜色、咖啡烘豆體驗、跟著店家學習咖啡拉花、眺望山下風景輕鬆地喝一杯道地古坑咖啡，都能滿足每位遊客的需求，喝咖啡就是要來臺灣咖啡原鄉雲林阿∼。,886-5-5900058,雲林縣古坑鄉華山村41號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016030707.jpg,華山咖啡大街,,,,,,376490000A,120.5981,23.59485,,12,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000548,樟湖生態國民中小學,,山間的糖果屋小學樟湖生態國民中小學僅在假日對外開放，因馬卡龍色的歐風糖果屋校舍成為網路爆紅話題。校內之字形設計的無障礙空間實用又美觀，後山茶園景觀台更可以遠眺雲嘉平原。臺灣最繽紛的森林生態小學-樟湖國小，位於雲林縣古坑鄉華山風景線上，其五顏六色、繽紛多彩的可愛校舍，在翠綠的茶園與遠山之間、在藍天白雲的櫬托之下，真是一幅美麗的風景圖畫！,臺灣最繽紛的森林生態小學-樟湖國小，位於雲林縣古坑鄉華山風景線上，其五顏六色、繽紛多彩的可愛校舍，在翠綠的茶園與遠山之間、在藍天白雲的櫬托之下，真是一幅美麗的風景圖畫！,886-5-5811044,雲林縣古坑鄉村石橋50-2號,646,雲林縣,古坑鄉,,24HR 假日開放一二三四五公休,https://tour.yunlin.gov.tw/public/upload/old/20181016031308.jpg,華山與學校的風景照片,,,,,,376490000A,120.6319,23.60416,,18,,,,,,,,,,,2022/12/1 16:14
C1_376490000A_000549,舊樟湖國小,,樟湖舊校區目前為樟湖社區認養使用，並利用此據點做為社區活動中心。社區所推動的植物染產業體驗，也是社區旅遊的遊程之一。,樟湖舊校區目前為樟湖社區認養使用，並利用此據點做為社區活動中心。社區所推動的植物染產業體驗，也是社區旅遊的遊程之一。,886-5-5811386,雲林縣古坑鄉樟湖村樟湖28號,646,雲林縣,古坑鄉,,,https://tour.yunlin.gov.tw/public/upload/old/20181016031731.jpg,民眾植物染活動照片,,,,,,376490000A,120.6426,23.61855,,18,,,,,,,,,,,2021/12/28 16:04
C1_376490000A_000550,三秀園,,田園詩人的隱逸花園三秀園是田園詩人張禎祥的家族產業，因昔日有許多詩社雅集的座上賓聞名。約莫占地萬坪的廣闊庭園，混雜日式建築和亞熱帶農村風情，投射了早年文人雅士對隱逸田園的想像，置身其中，也感染了濃厚的文學氣息。,田園詩人的隱逸花園三秀園是田園詩人張禎祥的家族產業，因昔日有許多詩社雅集的座上賓聞名。約莫占地萬坪的廣闊庭園，混雜日式建築和亞熱帶農村風情，投射了早年文人雅士對隱逸田園的想像，置身其中，也感染了濃厚的文學氣息。,886-5-5913255,大埤鄉怡然村怡然路26號,631,雲林縣,大埤鄉,,四-日 10:00-17:00,https://tour.yunlin.gov.tw/public/upload/StoreCover/220823100010732186ZU943.jpg,三秀園,https://tour.yunlin.gov.tw/public/upload/StoreCover/2208231000107634428R6P4.jpg,三秀園,https://tour.yunlin.gov.tw/public/upload/StoreCover/220823100010779068FKX22.jpg,三秀園,,376490000A,120.403,23.63613,,1,,,,,,,,,,,2022/12/1 16:54
C1_376490000A_000558,北港文化中心,,1F展示室、家湖表演廳「展示室」： 可辦理工藝、美術、書法、攝影等各項藝文展覽，每年5月底前可申請次年展覽館一樓場地使用。「家湖音樂廳」： 家湖表演廳是雲林沿海地區可提供給專業表演團體演出的精緻場地，音樂、舞蹈、戲劇皆可在此舉辦，提升沿海地區音樂風氣 。以北港地區音樂世家陳家湖之名命名，陳家湖創設北港樂團，去世後由其子陳哲正延續音樂理念，創立「北港愛樂協會」。2F常設展「北港迓媽祖特展：」二樓主題展示室是以「北港迓媽祖」為主題的常設展示空間。傳承三百多年的「北港迓媽祖」被列為國家重要民俗文化資產，每年農曆三月十九、二十日，北港地區萬人空巷、鞭炮聲不斷，更有「北港小過年」之稱，其中「真人藝閣花車」更是北港特有的遶境隊伍。「北港迓媽祖」特展除針對遶境時藝陣文物進行展出，亦有五部媽祖遶境相關影片、互動遊戲，以及一組「北港迓媽祖交趾陶遶境隊伍」，呈現媽祖遶境時的熱鬧場景及威武莊嚴氣勢。,北港文化中心為雲林縣海線地區重要之藝文館舍，包含家湖表演廳、藝文特展室、主題展示室與簡報室等。人口大廳挑高五米五，除了創造大廳的開闊感外，也可作為展示空間的延續，展示雕塑等等大型藝術品及文物，假日時更可作為小型表演場地，大廳成為動態表演與靜態展覽的空間，容納更多可能性。,886-5-7832999,雲林縣北港鎮公園路66號,651,雲林縣,北港鎮,,開館時間09:00-17:00，週一及國定假日休館。,https://tour.yunlin.gov.tw/public/upload/StoreCover/220425093929260956FDBV8.jpg,北港文化中心,https://tour.yunlin.gov.tw/public/upload/StoreCover/2206131224216631109NTTE.jpg,北港文化中心,,,https://g.page/beigang7832999?share,376490000A,120.3013,23.57862,,1,,,,,,,,,,,2022/6/13 12:24
C1_376490000A_000563,土庫鎮農會八角倉庫,,土庫鎮農會《八角亭式種子倉庫》俗稱《八角倉庫》，完成於民國50年11月30日，正八角形的水泥磚造建築矗立在農業富庶舊稱《塗褲》的雲林縣中心地帶，目前台灣僅存八角倉庫數座，雲林目前所知剩三座，有活化運用的只有土庫鎮，其餘大都閒置不用，極具產業文化與歷史價值。       八角倉庫的八個面向都設有百葉窗，牆面底部設有通氣孔，入口兩側設置樓梯通往夾層，以利搬運種子裝置於倉庫內，倉庫大門面南，上層設有透氣高窗、牆底設有通氣孔，內部種子儲存牆面先貼甘蔗木板再貼鐵皮，都是為了達到通風、乾燥、隔熱及防潮，以利妥善保存農業種子，八角建築特色是耐震性佳、通風採光良好、內部繞行的動線最短最快，結構近似圓形結實耐久。,土庫鎮農會《八角亭式種子倉庫》俗稱《八角倉庫》，完成於民國50年11月30日，正八角形的水泥磚造建築矗立在農業富庶舊稱《塗褲》的雲林縣中心地帶，目前台灣僅存八角倉庫數座，雲林目前所知剩三座，有活化運用的只有土庫鎮，其餘大都閒置不用，極具產業文化與歷史價值。       八角倉庫的八個面向都設有百葉窗，牆面底部設有通氣孔，入口兩側設置樓梯通往夾層，以利搬運種子裝置於倉庫內，倉庫大門面南，上層設有透氣高窗、牆底設有通氣孔，內部種子儲存牆面先貼甘蔗木板再貼鐵皮，都是為了達到通風、乾燥、隔熱及防潮，以利妥善保存農業種子，八角建築特色是耐震性佳、通風採光良好、內部繞行的動線最短最快，結構近似圓形結實耐久。,886-5-6623111,雲林縣土庫鎮越港里建國路37之1號,633,雲林縣,土庫鎮,78號快速公路往西方向下虎尾/土庫交流道左轉接145縣道，約四分鐘即可到達。,,https://tour.yunlin.gov.tw/public/upload/old/20181115032732.jpg,八角倉庫建築照,,,,,,376490000A,120.3972,23.67933,,12,,,,,路邊停車,,,免費參觀,,,2021/12/28 16:04
